pincode,state,district,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,age_0_5,age_5_17,age_18_greater
756023,Odisha,Baleshwar,13560,13560,1272,5916,2432,672,0
756024,Odisha,Baleshwar,20124,24120,2928,13188,2916,1278,0
756025,Odisha,Baleshwar,9729,8514,1323,8838,1260,270,9
756026,Odisha,Baleshwar,17580,24300,2898,12510,2640,636,0
756027,Odisha,Baleshwar,42000,40464,5376,27408,3856,976,0
756028,Odisha,Baleshwar,12096,9312,2448,13328,960,224,0
756029,Odisha,Baleshwar,14103,16488,1935,9189,1782,612,0
756030,Odisha,Baleshwar,22860,28320,3480,21120,2064,864,0
756032,Odisha,Baleshwar,27594,34119,6120,32916,2772,840,0
756033,Odisha,Baleshwar,18783,31122,2934,18153,1098,351,0
756034,Odisha,Baleshwar,6543,8127,657,3951,675,99,0
756035,Odisha,Baleshwar,18288,16020,2583,11556,2097,180,9
756036,Odisha,Baleshwar,24048,15831,1917,10080,1431,351,0
756037,Odisha,Baleshwar,8190,4878,912,6420,696,108,0
756038,Odisha,Baleshwar,9648,6750,666,4383,837,189,0
756039,Odisha,Baleshwar,3681,2052,540,2412,252,36,0
756040,Odisha,Baleshwar,16011,13734,2331,10494,1107,486,9
756041,Odisha,Baleshwar,11250,13275,1710,8694,837,378,9
756042,Odisha,Baleshwar,19080,13194,1467,6138,1584,171,0
756043,Odisha,Baleshwar,13275,11466,1932,8640,1596,240,0
756044,Odisha,Baleshwar,16398,10521,3096,11538,1197,252,0
756045,Odisha,Baleshwar,45192,37224,8240,41344,3084,372,0
756046,Odisha,Baleshwar,27824,19680,2128,10224,1584,208,0
756047,Odisha,Baleshwar,20394,15021,3051,12240,1566,153,0
756048,Odisha,Baleshwar,10611,7830,1440,7992,864,84,0
756049,Odisha,Baleshwar,10305,5715,1197,6516,702,63,0
756051,Odisha,Baleshwar,3624,1806,378,1926,279,27,0
756053,Odisha,Baleshwar,252,261,36,432,63,9,0
756055,Odisha,Baleshwar,2448,1698,570,2334,270,9,0
756056,Odisha,Baleshwar,7443,6678,1089,6417,963,162,0
756058,Odisha,Baleshwar,7206,6480,1575,7650,684,228,0
756059,Odisha,Baleshwar,5742,5574,726,4626,801,63,0
756060,Odisha,Baleshwar,6210,8073,693,3915,567,162,0
756079,Odisha,Baleshwar,6381,6282,693,3411,441,117,0
756080,Odisha,Baleshwar,2796,2844,456,2212,296,72,0
756081,Odisha,Baleshwar,7461,6417,963,5094,747,252,0
756083,Odisha,Baleshwar,11160,10386,1755,8118,1404,531,0
756084,Odisha,Baleshwar,2688,2940,132,2352,336,96,16
756085,Odisha,Baleshwar,8496,5112,1089,6192,552,48,0
756086,Odisha,Baleshwar,15,12,12,72,6,0,0
756088,0,0,0,0,2,0,0,0,0
756100,Odisha,Bhadrak,7056,7608,584,4968,844,164,0
756101,Odisha,Bhadrak,7184,6720,656,3376,348,100,0
756111,Odisha,Baleshwar,6858,4902,810,4116,612,90,9
756112,Odisha,Bhadrak,7588,5640,652,4340,364,80,4
756113,Odisha,Bhadrak,5226,4494,336,1884,288,72,0
756114,Odisha,Bhadrak,17019,14526,2961,16083,1242,351,0
756115,Odisha,Baleshwar,14121,12717,2196,9504,1089,234,9
756116,Odisha,Bhadrak,7096,5792,836,4040,464,196,0
756117,Odisha,Bhadrak,11612,12344,1808,9576,1056,192,4
756118,Odisha,Bhadrak,2272,2232,280,1932,204,80,0
756119,Odisha,Bhadrak,8308,7428,1360,7872,780,304,16
756120,Odisha,Bhadrak,6592,4472,944,4136,220,120,0
756121,Odisha,Bhadrak,37440,36200,6500,29320,3150,600,25
756122,Odisha,Bhadrak,8334,4383,1467,5364,621,153,0
756123,Odisha,Baleshwar,6576,4746,816,3438,450,63,0
756124,Odisha,Bhadrak,4656,3832,680,3400,308,80,0
756125,Odisha,Bhadrak,18644,15684,2328,13024,1400,280,0
756126,Odisha,Baleshwar,34432,24512,4832,23488,2128,384,0
756127,Odisha,Bhadrak,4356,3552,476,1988,292,136,0
756128,Odisha,Bhadrak,3212,1912,300,1384,164,52,0
756129,Odisha,Bhadrak,7644,6048,1472,7052,576,176,4
756130,Odisha,Bhadrak,9788,7968,2064,7788,660,536,4
756131,Odisha,Bhadrak,9596,7360,1228,6092,772,368,0
756132,Odisha,Bhadrak,8832,7168,1312,4892,504,164,0
756133,Odisha,Baleswar,20934,19386,3591,17973,1368,648,0
756134,Odisha,Baleshwar,13992,12900,1764,9600,1200,256,0
756135,Odisha,Bhadrak,4012,3404,452,2532,272,72,4
756137,Odisha,Bhadrak,2524,2164,328,1068,132,44,4
756138,Odisha,Bhadrak,1560,1298,170,822,164,108,4
756139,Odisha,Bhadrak,1376,920,232,1020,76,64,0
756144,Odisha,Bhadrak,1296,1194,84,416,102,48,0
756162,Odisha,Bhadrak,3276,2820,372,1660,172,20,0
756163,Odisha,Bhadrak,2944,2948,572,2360,224,124,0
756164,Odisha,Bhadrak,5792,6188,584,3196,556,168,0
756165,Odisha,Baleshwar,1602,2304,144,702,216,36,0
756166,Odisha,Baleshwar,10200,6696,2136,7476,928,48,0
756167,Odisha,Bhadrak,836,572,96,384,72,52,0
756168,Odisha,Baleshwar,13383,9162,1305,6300,684,81,0
756171,Odisha,Bhadrak,3168,2142,292,1708,452,68,4
756181,Odisha,Bhadrak,5536,5096,612,3908,428,92,0
756182,Odisha,Baleshwar,4110,3252,544,2408,432,60,0
757001,Odisha,Mayurbhanj,2180,3632,308,2782,336,80,0
757002,Odisha,Mayurbhanj,360,750,150,960,60,10,0
757003,Odisha,Mayurbhanj,514,775,99,728,20,8,0
757014,Odisha,Mayurbhanj,1596,2458,222,1334,90,27,2
757016,Odisha,Baleshwar,3129,3126,345,2478,747,153,0
757017,Odisha,Baleshwar,2396,3816,224,2244,216,40,0
757018,Odisha,Mayurbhanj,5768,5480,508,3196,198,64,2
757019,Odisha,Mayurbhanj,2024,1904,304,1602,468,124,0
757020,Odisha,Mayurbhanj,3824,3640,352,2112,388,104,0
757021,Odisha,Mayurbhanj,612,860,88,611,54,15,1
757022,Odisha,Mayurbhanj,991,783,91,766,80,22,0
757023,Odisha,Mayurbhanj,1476,1528,214,1182,268,56,0
757024,Odisha,Mayurbhanj,764,1050,152,970,132,26,4
757025,Odisha,Mayurbhanj,1531,1719,147,1146,117,24,2
757026,Odisha,Mayurbhanj,1102,1166,292,1824,200,12,0
757027,Odisha,Mayurbhanj,305,286,66,306,38,6,0
757028,Odisha,Baleshwar,7188,6438,372,3388,282,156,12
757029,Odisha,Mayurbhanj,1056,1446,118,817,68,28,0
757030,Odisha,Mayurbhanj,2404,2992,472,2524,139,31,0
757031,Odisha,Mayurbhanj,320,419,55,260,21,6,0
757032,Odisha,Mayurbhanj,3322,4248,488,2798,384,112,0
757033,Odisha,Mayurbhanj,2583,2441,656,3382,368,94,2
757034,Odisha,Mayurbhanj,1816,1472,400,2674,534,130,0
757035,Odisha,Mayurbhanj,3158,3530,169,1135,224,66,0
757036,Odisha,Mayurbhanj,5360,6564,824,5984,792,156,4
757037,Odisha,Mayurbhanj,9676,9204,1432,9320,864,200,12
757038,Odisha,Mayurbhanj,7364,5276,1576,10344,586,160,2
757039,Odisha,Mayurbhanj,3230,3326,924,7752,280,56,0
757040,Odisha,Mayurbhanj,3126,3582,1016,6228,248,104,2
757041,Odisha,Mayurbhanj,6820,7412,334,2108,204,110,0
757042,Odisha,Mayurbhanj,5140,4668,812,5060,452,148,8
757043,Odisha,Mayurbhanj,3738,3484,494,3178,736,252,8
757045,Odisha,Mayurbhanj,3672,2810,195,1269,274,80,0
757046,Odisha,Mayurbhanj,2722,2066,390,1966,126,46,0
757047,Odisha,Mayurbhanj,2620,2204,940,4872,256,78,4
757048,Odisha,Mayurbhanj,3856,4126,704,3492,892,424,0
757049,Odisha,Mayurbhanj,1471,1775,180,1195,136,26,0
757050,Odisha,Mayurbhanj,7772,6312,908,6012,648,108,4
757051,Odisha,Mayurbhanj,1051,874,262,1102,148,16,2
757052,Odisha,Mayurbhanj,3230,3508,177,1165,250,72,2
757053,Odisha,Mayurbhanj,2530,1559,221,1478,107,35,0
757054,Odisha,Mayurbhanj,1954,1484,708,3656,174,34,0
757055,Odisha,Baleshwar,3876,4890,528,3108,441,162,0
757073,Odisha,Mayurbhanj,883,660,98,843,54,19,0
757074,Odisha,Mayurbhanj,673,851,218,1242,78,36,0
757075,Odisha,Mayurbhanj,1024,1261,314,2018,132,34,4
757077,Odisha,Mayurbhanj,2390,2386,210,1800,224,224,0
757079,Odisha,Mayurbhanj,2430,2000,188,1479,96,44,1
757081,Odisha,Mayurbhanj,446,524,72,388,37,10,1
757082,Odisha,Baleshwar,4764,4416,376,2752,378,96,6
757083,Odisha,Mayurbhanj,467,535,72,548,74,14,0
757084,Odisha,Mayurbhanj,1698,1742,172,974,276,56,0
757085,Odisha,Mayurbhanj,870,870,39,250,110,18,0
757086,Odisha,Mayurbhanj,770,1041,220,870,112,16,2
757087,Odisha,Mayurbhanj,3088,3556,155,932,188,150,0
757091,Odisha,Mayurbhanj,5144,5044,512,3584,680,112,0
757092,Odisha,Mayurbhanj,2256,2416,318,1618,113,28,0
757093,Odisha,Mayurbhanj,680,782,117,465,57,19,2
757100,Odisha,Mayurbhanj,690,727,69,546,41,18,1
757101,Odisha,Mayurbhanj,612,749,67,316,37,14,0
757102,Odisha,Mayurbhanj,456,547,120,948,80,26,0
757103,Odisha,Mayurbhanj,335,547,36,196,19,5,0
757104,Odisha,Mayurbhanj,946,1284,122,780,164,100,0
757105,Odisha,Mayurbhanj,565,1009,218,1132,126,22,0
757106,Odisha,Mayurbhanj,2342,1808,528,2860,86,82,0
757107,Odisha,Mayurbhanj,3624,4488,220,1486,120,48,0
758001,Odisha,Kendujhar,4104,4616,492,4248,312,80,0
758002,Odisha,Kendujhar,2376,2096,368,1940,220,24,0
758013,Odisha,Kendujhar,7280,7376,1164,7472,684,80,0
758014,Odisha,Kendujhar,7248,6980,972,6492,576,116,0
758015,Odisha,Kendujhar,6464,5528,672,6008,444,76,0
758016,Odisha,Kendujhar,2264,1870,796,5912,284,28,0
758017,Odisha,Kendujhar,649,790,180,864,66,13,2
758018,Odisha,Kendujhar,3105,3695,872,6556,708,198,14
758019,Odisha,Kendujhar,5664,8756,996,6984,520,84,0
758020,Odisha,Kendujhar,504,609,222,1240,102,20,0
758021,Odisha,Kendujhar,11460,11612,1204,8464,816,180,0
758022,Odisha,Kendujhar,5104,7220,712,4704,548,68,0
758023,Odisha,Kendujhar,3220,4356,444,3044,312,92,4
758025,Odisha,JAJPUR,28192,28064,3744,25152,1968,592,0
758026,Odisha,Kendujhar,125,209,11,80,11,12,0
758027,Odisha,Kendujhar,2368,3104,185,1296,178,26,0
758028,Odisha,Kendujhar,1335,1955,220,1266,175,37,0
758029,Odisha,Kendujhar,6216,7548,736,3880,660,132,0
758030,Odisha,Kendujhar,1876,2198,318,1868,372,52,4
758031,Odisha,Kendujhar,4742,5604,398,2317,480,110,0
758032,Odisha,Kendujhar,1292,1498,224,1517,118,17,0
758034,Odisha,Kendujhar,2017,3083,464,3584,250,142,0
758035,Odisha,Kendujhar,8608,7796,788,7968,448,372,0
758036,Odisha,Kendujhar,337,298,14,234,17,7,0
758037,Odisha,Kendujhar,404,382,53,287,12,13,0
758038,Odisha,Kendujhar,2332,3212,144,1214,170,94,0
758040,Odisha,Kendujhar,107,152,6,102,13,11,0
758041,Odisha,Kendujhar,2488,2772,353,1941,186,48,0
758043,Odisha,Kendujhar,6520,6776,908,4808,576,96,0
758044,Odisha,Kendujhar,2028,2632,412,2464,364,92,0
758045,Odisha,Kendujhar,1402,1118,117,566,130,24,0
758046,Odisha,Kendujhar,1364,1418,256,1486,268,48,4
758047,Odisha,Kendujhar,1016,1195,366,2484,224,56,0
758052,Odisha,Kendujhar,22,34,1,25,1,1,0
758076,Odisha,Kendujhar,1822,2800,190,1113,210,34,0
758078,Odisha,Kendujhar,1738,2138,246,1352,77,19,1
758079,Odisha,Kendujhar,3396,3764,860,5824,328,68,0
758080,Odisha,Kendujhar,4356,5472,604,3264,452,132,4
758081,Odisha,Kendujhar,1540,1374,236,1574,122,10,0
758082,Odisha,Kendujhar,406,511,96,592,96,18,0
758083,Odisha,Kendujhar,1666,1866,468,3524,174,14,0
758084,Odisha,Kendujhar,1,0,0,0,0,0,0
758085,Odisha,Kendujhar,0,1,0,0,0,0,0
758086,Odisha,Kendujhar,0,6,3,29,5,0,0
758087,Odisha,Kendujhar,1,0,1,5,0,0,0
759001,Odisha,Dhenkanal,3564,4684,224,2160,236,56,0
759013,Odisha,Dhenkanal,8356,8200,1100,7044,504,96,12
759014,Odisha,Dhenkanal,6612,8900,548,2984,440,112,0
759015,Odisha,Dhenkanal,9004,7796,1416,7340,564,152,4
759016,Odisha,Dhenkanal,13832,19052,1740,9008,968,296,8
759017,Odisha,Dhenkanal,4542,3020,466,3022,408,80,4
759018,Odisha,Anugul,17046,14838,2586,12024,1161,414,9
759019,Odisha,Dhenkanal,5512,5772,624,3688,496,64,0
759020,Odisha,Dhenkanal,3432,4000,272,1428,528,96,0
759021,Odisha,Dhenkanal,3036,3450,434,2528,380,80,0
759022,Odisha,Angul,13356,16068,1692,10308,1062,72,0
759023,Odisha,Dhenkanal,4688,4436,628,3120,324,72,0
759024,Odisha,Dhenkanal,4720,3888,644,3384,224,52,0
759025,Odisha,Dhenkanal,5112,5768,864,5648,408,76,0
759026,Odisha,Dhenkanal,3584,2472,296,2180,440,56,0
759027,Odisha,Dhenkanal,6160,6740,936,4880,372,96,0
759028,Odisha,Dhenkanal,7068,7196,1124,6028,448,116,0
759029,0,0,0,0,0,1,0,0,0
759037,Odisha,Angul,28,20,2,21,0,0,0
759039,Odisha,Dhenkanal,10254,9948,680,2936,498,246,0
759040,Odisha,Angul,1878,1878,76,456,162,6,0
759100,Odisha,Angul,18729,16785,1890,12492,1296,333,0
759101,Odisha,Angul,62,34,1,14,4,0,0
759102,Odisha,Angul,88,56,14,100,24,12,0
759103,Odisha,Angul,10800,12402,1242,13068,1305,387,18
759104,Odisha,Angul,5463,4023,495,3402,369,45,0
759105,Odisha,Angul,1844,1520,261,2037,480,30,0
759106,Odisha,Angul,196,144,24,152,28,4,0
759107,Odisha,Angul,2168,1556,330,1854,156,90,0
759111,Odisha,Angul,2,0,2,8,0,0,0
759116,Odisha,Angul,804,1056,108,636,90,36,18
759117,Odisha,Angul,8730,7764,1122,7920,891,135,18
759118,Odisha,Angul,7716,7080,2475,13014,756,60,6
759119,Odisha,ANGUL,63840,47610,6270,54450,5724,1080,36
759120,Odisha,Angul,31500,26352,2250,15480,2466,288,0
759121,Odisha,Dhenkanal,7676,14568,936,5888,564,120,0
759122,Odisha,Angul,4149,4383,864,5265,369,108,0
759123,Odisha,Angul,9261,8361,585,6012,891,90,0
759124,Odisha,Angul,4744,4712,560,3272,300,32,0
759125,Odisha,Angul,30888,32184,3771,24687,2718,387,9
759126,Odisha,Angul,15012,18222,1328,8000,1020,144,0
759127,Odisha,Angul,26721,26928,4437,25677,2520,288,9
759128,Odisha,Angul,33160,43700,2016,11936,3200,600,20
759129,Odisha,Angul,12296,19896,1648,10432,2704,320,48
759130,Odisha,Angul,6272,4260,1218,6576,432,84,0
759132,Odisha,Angul,18972,22284,3276,23463,2259,369,0
759135,Odisha,Angul,5,2,0,1,0,0,0
759141,Odisha,Angul,1362,1184,348,2418,339,57,0
759143,Odisha,Angul,8253,6480,1170,6219,765,135,0
759145,Odisha,Angul,4050,7209,477,2286,360,135,0
759146,Odisha,Angul,5622,4038,612,3312,324,54,0
759147,Odisha,Angul,12,6,0,8,0,0,0
759148,Odisha,Angul,148,142,22,162,32,4,0
760001,Odisha,Ganjam,7692,6328,1068,8648,416,92,0
760002,Odisha,Ganjam,6772,7020,524,4296,492,64,8
760003,Odisha,Ganjam,5976,5124,1288,7964,564,128,4
760004,Odisha,Ganjam,1464,1220,132,1236,56,28,0
760005,Odisha,Ganjam,130,98,16,234,16,0,0
760006,Odisha,Ganjam,4888,3468,488,4120,304,32,0
760007,Odisha,Ganjam,2560,2292,472,2468,184,32,0
760008,Odisha,Ganjam,2252,1852,348,2932,152,24,0
760009,Odisha,Ganjam,2848,1920,384,2684,168,40,0
760010,Odisha,Ganjam,3340,2500,396,2924,260,40,0
760020,Odisha,Boudh,69,26,9,31,3,0,0
761001,Odisha,Ganjam,4500,5512,800,5816,340,68,0
761002,Odisha,Gajapati,5346,4206,1072,7584,912,108,0
761003,Odisha,Gajapati,11982,9300,1146,8808,1071,198,0
761004,Odisha,Ganjam,3496,3436,432,3596,204,24,0
761005,Odisha,Gajapati,6258,6690,560,3536,564,138,0
761006,Odisha,Ganjam,842,1018,192,1320,116,4,0
761007,Odisha,Gajapati,3144,3606,384,1774,288,48,0
761008,Odisha,Ganjam,6340,6148,584,4048,712,136,0
761009,Odisha,Ganjam,5528,4380,1520,6764,340,44,0
761010,Odisha,Ganjam,5696,5604,976,5984,380,72,0
761011,Odisha,Ganjam,592,662,58,389,50,10,0
761012,Odisha,Ganjam,3156,3784,460,2546,436,36,4
761013,Odisha,Ganjam,2832,2992,860,5904,180,16,0
761014,Odisha,Gajapati,18660,20292,1620,7767,1572,228,0
761015,Odisha,Gajapati,3946,4032,358,2024,564,124,0
761016,Odisha,Gajapati,8618,7620,1356,5876,1368,392,32
761017,Odisha,Gajapati,16312,17872,600,3864,510,142,0
761018,Odisha,Gajapati,8288,7524,1788,11412,864,36,0
761019,Odisha,Ganjam,1906,1798,236,1734,188,28,0
761020,Odisha,Ganjam,8276,7320,1436,7524,608,80,0
761025,Odisha,Ganjam,1,2,4,2,0,0,0
761026,Odisha,Ganjam,6404,5644,860,5420,492,40,0
761027,Odisha,Ganjam,5136,3440,688,4324,476,32,0
761028,Odisha,Ganjam,5624,4424,672,3976,452,68,0
761029,Odisha,Ganjam,8436,10416,968,7044,636,72,8
761030,Odisha,Ganjam,2938,2830,424,3342,284,32,0
761031,Odisha,Ganjam,1060,1235,126,936,91,17,0
761032,Odisha,Ganjam,5130,5878,612,4670,808,148,0
761035,Odisha,Gajapati,2292,3486,270,2214,324,44,0
761037,Odisha,Gajapati,2708,2700,292,1956,156,20,0
761040,0,0,0,0,0,6,0,0,0
761041,Odisha,Ganjam,2792,3240,460,2988,216,32,0
761042,Odisha,Ganjam,747,563,154,868,72,8,0
761043,Odisha,Ganjam,2244,1844,196,1028,160,16,0
761045,Odisha,Ganjam,1512,1236,220,1092,176,24,0
761052,Odisha,Ganjam,674,482,200,1380,72,14,0
761054,Odisha,Ganjam,4848,3848,808,4364,252,8,0
761055,Odisha,Ganjam,2842,2916,138,720,132,14,0
761100,Odisha,Ganjam,3568,2528,688,4040,244,20,0
761101,Odisha,Ganjam,2608,2142,436,2572,416,56,0
761102,Odisha,Ganjam,7552,4604,692,3772,408,56,0
761103,Odisha,Ganjam,1970,1790,796,4408,128,10,0
761104,Odisha,Ganjam,11636,11344,1400,10420,848,136,0
761105,Odisha,Gajapati,12524,14056,3664,22808,1720,192,0
761106,Odisha,Ganjam,4524,4646,708,3942,620,44,0
761107,Odisha,Ganjam,2385,2313,702,5206,308,78,0
761108,Odisha,Ganjam,11214,11190,1626,12336,1440,261,0
761109,Odisha,Ganjam,1931,1846,576,3392,384,80,2
761110,Odisha,Ganjam,2600,2228,308,2404,144,36,0
761111,Odisha,Ganjam,9020,10084,1048,7892,888,96,0
761114,Odisha,Ganjam,655,755,88,806,86,8,0
761115,Odisha,Ganjam,974,997,278,2556,162,14,0
761116,Odisha,Ganjam,2048,1604,280,2420,212,8,0
761117,Odisha,Ganjam,3530,3054,356,2060,504,60,0
761118,Odisha,Ganjam,10064,9788,1936,13220,868,92,0
761119,Odisha,Ganjam,3026,2222,312,2358,404,116,0
761120,Odisha,Ganjam,1352,1340,284,1862,260,12,0
761121,Odisha,Ganjam,1644,1748,302,2508,320,40,0
761122,Odisha,Ganjam,1488,1514,260,1488,102,18,0
761123,Odisha,Ganjam,1305,1123,154,972,156,28,2
761124,Odisha,Ganjam,2312,2216,143,1242,176,30,2
761125,Odisha,Ganjam,6762,5676,762,4674,336,68,0
761126,Odisha,Ganjam,1208,1244,228,2396,90,36,0
761131,Odisha,Ganjam,4404,5144,488,3140,552,160,0
761132,Odisha,Ganjam,1012,807,204,1286,128,12,0
761133,Odisha,Ganjam,404,328,48,275,21,7,0
761140,Odisha,Ganjam,769,637,83,661,45,5,0
761141,Odisha,Ganjam,574,736,58,380,46,5,0
761143,Odisha,Ganjam,1224,1704,182,1582,252,16,0
761144,Odisha,Ganjam,657,553,87,614,42,3,0
761146,Odisha,Ganjam,816,573,147,782,76,5,0
761151,Odisha,Ganjam,2800,2992,256,1848,276,44,0
761200,Odisha,Gajapati,2088,2164,500,3380,112,6,2
761201,Odisha,Gajapati,2577,2022,288,1406,234,24,6
761206,Odisha,Gajapati,6360,4696,452,3772,280,52,8
761207,Odisha,Gajapati,11028,16908,1596,8238,927,153,18
761208,Odisha,Gajapati,3936,3534,272,1642,324,60,6
761209,Odisha,Gajapati,3912,3524,618,4554,498,120,0
761210,Odisha,Gajapati,840,700,129,759,84,6,0
761211,Odisha,Gajapati,1108,973,160,1013,59,11,0
761212,Odisha,Gajapati,10788,8780,1176,5056,540,80,0
761213,Odisha,Gajapati,5108,4040,408,2700,248,24,0
761214,Odisha,Gajapati,5708,6992,864,3972,376,16,4
761215,Odisha,Gajapati,1003,775,160,1538,110,6,4
761217,Odisha,Gajapati,9770,8782,772,4922,708,100,0
762001,Odisha,Kandhamal,3560,3364,492,1996,280,28,0
762002,Odisha,Kandhamal,13938,11298,3316,19160,2100,366,0
762010,Odisha,Kandhamal,3660,4716,612,3704,304,32,12
762011,Odisha,Kandhamal,10204,6492,3124,15264,1332,116,0
762012,Odisha,Boudh,4676,3752,990,5742,738,108,0
762013,Odisha,Boudh,952,733,190,1376,168,46,0
762014,Odisha,Baudh,12546,13698,2358,17829,1422,198,9
762015,Odisha,Baudh,4198,5358,462,2450,996,196,0
762016,Odisha,Baudh,15312,22224,1416,7626,844,204,0
762017,Odisha,Baudh,5720,7788,588,3084,588,168,6
762018,Odisha,Baudh,5672,4932,280,2488,360,96,0
762019,Odisha,Kandhamal,782,1254,116,784,168,4,4
762020,Odisha,Boudh,1920,1794,250,1394,388,76,0
762021,Odisha,Kandhamal,3324,4512,382,2294,396,116,0
762022,Odisha,Kandhamal,768,1444,168,868,56,8,0
762023,Odisha,Boudh,1348,1168,138,1356,324,48,0
762024,Odisha,Boudh,3208,3172,376,1928,460,64,0
762026,Odisha,Boudh,1908,1984,246,1684,109,18,0
762027,Odisha,Kandhamal,1232,1524,196,964,160,12,0
762028,Odisha,Kandhamal,1638,3024,152,1336,380,28,0
762029,Odisha,Kandhamal,815,919,106,880,89,4,1
762030,Odisha,Baudh,836,3152,72,1012,108,52,0
762100,Odisha,Kandhamal,4220,5124,360,2212,408,44,0
762101,Odisha,Kandhamal,6792,8348,1056,8308,552,56,0
762102,Odisha,Kandhamal,3960,5024,680,3736,392,32,4
762103,Odisha,Kandhamal,10764,10844,1296,6892,908,236,0
762104,Odisha,Kandhamal,11176,15188,1472,9312,628,88,0
762105,Odisha,Kandhamal,2191,1863,322,1484,100,56,0
762106,Odisha,Kandhamal,3828,3608,756,4400,316,28,8
762107,Odisha,Kandhamal,2034,2085,165,865,128,45,0
762109,Odisha,Kandhamal,1654,1818,226,1222,388,88,0
762110,Odisha,Kandhamal,4732,5164,448,2392,532,120,0
762112,Odisha,Kandhamal,1940,2296,188,1944,204,8,0
763001,Odisha,Koraput,534,270,46,161,18,4,0
763002,Odisha,Koraput,856,324,24,145,38,2,0
763003,Odisha,Koraput,1082,388,52,276,72,12,0
763004,Odisha,Koraput,6,5,0,13,0,1,0
763008,Odisha,Koraput,964,1027,112,861,39,7,0
764001,Odisha,Koraput,5224,4420,628,5620,340,148,0
764002,Odisha,Koraput,14724,23388,1316,12580,1064,400,28
764003,Odisha,Koraput,4996,4268,532,3612,236,72,4
764004,Odisha,Koraput,88,108,44,300,28,0,0
764005,Odisha,Koraput,4368,6068,304,2536,552,144,0
764006,Odisha,Koraput,1460,1000,108,664,76,56,0
764011,Odisha,Koraput,1584,948,48,660,60,24,0
764014,Odisha,Koraput,2696,2704,187,1538,150,44,0
764020,Odisha,Koraput,3836,3176,568,4644,180,64,0
764021,Odisha,Koraput,7608,6680,1020,6908,396,132,0
764027,Odisha,Koraput,4064,7688,1132,8524,186,62,6
764028,Odisha,Koraput,1195,1513,275,2207,103,45,0
764036,Odisha,Koraput,11848,12740,1228,7700,772,288,20
764037,Odisha,Koraput,7192,8100,354,1736,404,114,10
764038,Odisha,Koraput,5176,9772,676,5036,620,212,16
764039,Odisha,Koraput,7252,17608,780,5412,532,296,4
764040,Odisha,Koraput,551,524,87,408,50,9,0
764041,Odisha,Koraput,510,611,70,460,60,17,0
764042,Odisha,Koraput,1280,644,72,444,84,28,0
764043,Odisha,Koraput,72693,88119,5292,33741,4680,1701,72
764044,Odisha,Koraput,30978,32184,3216,15312,3375,1107,27
764045,Odisha,Malkangiri,16224,13676,2992,12944,2272,388,0
764046,Odisha,Koraput,3672,1456,276,1374,432,48,0
764047,Odisha,Malkangiri,12756,8540,2548,9376,1548,216,0
764048,Odisha,Malkangiri,1304,1284,112,728,64,20,0
764049,Odisha,Nabarangapur,1272,1398,116,995,279,111,0
764051,Odisha,Malkangiri,7094,3516,678,3964,980,224,4
764052,Odisha,Malkangiri,8514,7394,672,7454,143,36,0
764055,Odisha,Koraput,9240,9498,954,9540,356,188,0
764056,Odisha,Koraput,18164,18588,1628,12024,768,220,32
764057,Odisha,Koraput,8252,11704,696,4684,456,400,0
764058,Odisha,Koraput,21660,21060,2496,22884,3780,1053,0
764059,Odisha,Nabarangapur,12340,13132,1388,10904,968,400,88
764061,Odisha,Nabarangapur,3870,4436,214,2591,364,190,0
764062,Odisha,Rayagada,320,230,11,81,16,2,0
764063,Odisha,Koraput,21204,22536,1416,10920,2320,1232,112
764070,Odisha,Nabarangapur,1296,1710,288,2630,506,230,4
764071,Odisha,Koraput,11925,13329,1308,9147,4806,2403,54
764072,Odisha,Nabarangapur,6544,6659,1188,9796,928,372,6
764073,Odisha,Nabarangapur,13884,12332,1162,9388,2276,824,0
764074,Odisha,Nabarangapur,14040,11174,1608,15892,1382,492,50
764075,Odisha,Koraput,9640,10584,1860,17088,1182,714,0
764076,Odisha,Nabarangapur,11366,9378,590,6263,1144,692,28
764077,Odisha,Nabarangapur,1776,2237,207,1674,142,116,1
764078,Odisha,Nabarangapur,1188,1835,106,912,131,57,0
764081,Odisha,Koraput,3464,3320,294,1364,98,18,0
764085,Odisha,Nabarangapur,406,656,82,380,45,15,1
764086,Odisha,Malkangiri,3028,2262,206,1019,366,74,0
764087,Odisha,Malkangiri,942,700,192,1183,201,22,0
764088,Odisha,Nabarangapur,2,0,0,2,0,0,0
765001,Odisha,Rayagada,4904,5064,540,4916,380,100,0
765002,Odisha,Rayagada,5544,8864,716,3800,580,224,4
765013,Odisha,Koraput,18120,15258,1716,12762,1890,936,0
765015,Odisha,Koraput,12387,11379,1378,12808,1374,1206,6
765016,Odisha,Rayagada,1617,3151,356,2216,174,92,0
765017,Odisha,Nabarangapur,19368,28224,4002,21528,4068,936,0
765018,Odisha,Rayagada,1964,1396,256,1276,612,52,0
765019,Odisha,Rayagada,4924,5368,1122,6332,988,256,0
765020,Odisha,Koraput,14868,11960,3324,19404,1464,534,0
765021,Odisha,Rayagada,1099,871,137,782,70,15,0
765022,Odisha,Rayagada,4452,3668,176,1563,154,26,0
765023,Odisha,Rayagada,461,371,73,628,74,6,1
