pincode,state,district,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,age_0_5,age_5_17,age_18_greater
571502,0,0,0,0,0,1,0,0,0
571511,Karnataka,Ramanagar,4,58,2,55,12,0,0
571601,Karnataka,Mysore,1480,1516,220,1456,208,8,0
571602,Karnataka,Mysore,6440,7464,804,6068,680,68,0
571603,Karnataka,Mysore,684,644,92,824,192,0,0
571604,Karnataka,Mysore,2584,3240,504,4244,520,36,8
571605,Karnataka,Mandya,858,781,87,816,103,2,1
571606,Karnataka,Mandya,278,358,6,201,29,2,0
571607,Karnataka,Mandya,218,317,6,136,27,2,0
571608,Karnataka,Mysore,160,160,8,316,44,4,0
571610,Karnataka,Mysore,868,868,100,952,136,4,0
571617,Karnataka,Mysore,1984,2044,276,2244,340,12,0
571802,Karnataka,Mandya,450,699,82,552,63,2,0
571807,Karnataka,Mandya,543,675,39,451,61,3,0
571810,Karnataka,Mandya,16,21,0,31,3,0,0
571811,Karnataka,Mandya,104,103,4,107,13,1,0
571812,Karnataka,Mandya,661,696,48,633,60,2,0
572101,Karnataka,Tumakuru,7916,12288,1440,8700,880,76,0
572102,Karnataka,Tumakuru,6288,12212,860,7004,620,52,0
572103,Karnataka,Tumakuru,2308,4376,340,1972,244,40,0
572104,Karnataka,Tumakuru,5616,9988,1412,7192,660,32,8
572105,Karnataka,Tumakuru,2380,3112,152,1440,300,40,4
572106,Karnataka,Tumakuru,5488,8548,812,4496,524,20,4
572107,Karnataka,Tumakuru,3624,5956,524,3220,412,32,4
572111,Karnataka,Tumakuru,1624,2236,312,2248,220,12,0
572112,Karnataka,Tumakuru,3896,3800,440,2940,420,32,8
572113,Karnataka,Tumakuru,3112,4644,284,1928,248,32,12
572114,Karnataka,Tumakuru,1364,1344,96,1012,168,4,0
572115,Karnataka,Tumakuru,1528,1388,132,580,108,8,0
572116,Karnataka,Tumakuru,3264,3040,452,3096,428,24,24
572117,Karnataka,Tumakuru,3052,3448,388,2984,464,16,4
572118,Karnataka,Tumakuru,3164,4296,384,2048,324,16,0
572119,Karnataka,Tumakuru,2720,2556,576,2624,224,12,0
572120,Karnataka,Tumakuru,2992,4560,440,3056,488,24,4
572121,Karnataka,Tumakuru,2088,3156,280,2748,288,24,4
572122,Karnataka,Tumakuru,2328,3304,236,1652,284,8,4
572123,Karnataka,Tumakuru,2960,2964,508,3480,360,20,0
572124,Karnataka,Tumakuru,2064,2116,152,1436,344,40,4
572125,Karnataka,Tumakuru,4020,4776,580,3676,484,12,16
572126,Karnataka,Tumakuru,1536,2176,164,1200,228,8,0
572127,Karnataka,Tumakuru,2900,3144,488,3568,416,60,4
572128,Karnataka,Tumakuru,2300,3092,356,2644,284,12,0
572129,Karnataka,Tumakuru,5036,7724,724,6932,624,12,12
572130,Karnataka,Tumakuru,6320,8956,552,5468,856,40,4
572132,Karnataka,Tumakuru,6800,7368,1352,8840,972,60,4
572133,Karnataka,Tumakuru,2292,2264,248,1632,220,16,0
572134,Karnataka,Tumakuru,168,212,40,452,36,8,0
572135,Karnataka,Tumakuru,2740,3400,292,2632,248,32,4
572136,Karnataka,Tumakuru,2208,2060,208,1180,232,8,0
572137,Karnataka,Tumakuru,11296,12168,3128,15872,1352,88,16
572138,Karnataka,Tumakuru,2048,3068,220,2184,224,12,0
572139,Karnataka,Tumakuru,3304,3660,280,2688,332,32,4
572140,Karnataka,Tumakuru,2128,3216,188,1676,244,24,0
572141,Karnataka,Tumakuru,3308,4232,428,2980,164,16,0
572142,Karnataka,Tumakuru,640,736,20,636,80,8,0
572143,Karnataka,Chitradurga,4,14,1,19,0,0,0
572144,Karnataka,Chitradurga,0,2,0,2,0,0,0
572168,Karnataka,Tumakuru,1,0,0,7,0,0,0
572175,Karnataka,Tumakuru,2236,2080,224,1804,336,20,0
572201,Karnataka,Tumakuru,8124,10768,1584,11656,904,48,8
572202,Karnataka,Tumakuru,40,28,12,52,20,0,0
572211,Karnataka,Tumakuru,980,1076,84,668,136,20,0
572212,Karnataka,Tumakuru,812,1068,76,840,80,0,4
572213,Karnataka,Tumakuru,2112,2816,336,2724,360,8,0
572214,Karnataka,Tumakuru,4096,4840,428,3656,396,20,4
572215,Karnataka,Tumakuru,1352,1372,164,1004,116,0,0
572216,Karnataka,Tumakuru,3736,4284,588,4516,576,20,0
572217,Karnataka,Tumakuru,1392,2080,136,1156,124,8,0
572218,Karnataka,Tumakuru,5796,7872,1260,4308,500,28,4
572219,Karnataka,Tumakuru,2096,2828,196,1676,272,0,4
572220,Karnataka,Tumakuru,536,764,52,712,84,12,0
572221,Karnataka,Tumakuru,2560,3660,472,3192,288,12,0
572222,Karnataka,Tumakuru,2156,2140,248,1524,360,8,0
572223,Karnataka,Tumakuru,1816,1920,196,1492,220,12,0
572224,Karnataka,Tumakuru,2972,4196,500,3556,308,12,0
572225,Karnataka,Tumakuru,836,1024,84,632,136,4,4
572226,Karnataka,Tumakuru,784,940,52,680,120,4,0
572227,Karnataka,Tumakuru,3016,4900,488,3012,376,24,0
572228,Karnataka,Tumakuru,2368,2532,144,1196,200,8,8
573101,Karnataka,Hasan,860,1172,160,1084,80,8,0
573102,Karnataka,Hasan,4640,4512,2272,12776,416,36,0
573103,Karnataka,Hasan,7336,8100,788,5888,804,52,0
573111,Karnataka,Hasan,2288,2316,192,2168,300,0,0
573112,Karnataka,Hasan,2776,1880,596,2584,408,40,0
573113,Karnataka,Hasan,412,296,28,716,108,16,0
573114,Karnataka,Chitradurga,0,1,0,3,0,0,0
573115,Karnataka,Hasan,4584,4356,1000,6244,484,36,8
573116,Karnataka,Hasan,6492,6908,1664,11544,824,20,8
573117,Karnataka,Hasan,728,600,220,780,84,8,0
573118,Karnataka,Hasan,2304,1876,328,2608,304,4,0
573119,Karnataka,Hasan,1772,1444,312,1840,152,4,0
573120,Karnataka,Hasan,1460,1292,288,1664,164,8,0
573121,Karnataka,Hasan,2344,2360,236,1932,296,32,0
573122,Karnataka,Hasan,2176,1740,496,2280,404,28,4
573123,Karnataka,Hasan,696,532,152,996,128,4,0
573124,Karnataka,Hasan,1948,1684,236,1940,204,0,0
573125,Karnataka,Hasan,2208,1540,616,2940,360,16,0
573126,Karnataka,Hasan,1016,872,344,992,136,16,0
573127,Karnataka,Hasan,1448,940,128,888,104,8,0
573128,Karnataka,Hasan,2044,1896,256,1984,200,4,4
573129,Karnataka,Hasan,1012,808,132,884,92,4,0
573130,Karnataka,Hasan,2888,2504,504,3828,404,20,0
573131,Karnataka,Hasan,3156,3004,244,2372,384,16,0
573132,Karnataka,Chikmagalur,0,1,0,2,0,0,0
573133,Karnataka,Hasan,1056,1024,196,1536,140,20,0
573134,Karnataka,Hasan,4780,3520,568,3584,360,52,8
573135,Karnataka,Hasan,2368,2432,280,2244,312,16,8
573136,Karnataka,Hasan,1232,1160,124,1480,220,0,0
573137,Karnataka,Hasan,1012,1088,192,1532,156,4,0
573141,Karnataka,Hasan,756,652,96,760,100,4,4
573142,Karnataka,Hasan,804,780,60,792,72,4,0
573144,Karnataka,Chickmagalur,2964,2076,756,3468,784,48,0
573150,Karnataka,Hasan,304,444,176,1528,140,12,0
573162,Karnataka,Hasan,1272,780,156,900,140,0,0
573164,Karnataka,Hasan,920,732,52,660,116,0,0
573165,Karnataka,Hasan,780,732,72,620,96,8,0
573201,Karnataka,Hasan,11412,12804,5136,31484,1004,64,0
573202,Karnataka,Hasan,1232,1416,208,1404,92,16,0
573210,Karnataka,Hasan,1752,1692,128,1604,204,12,8
573211,Karnataka,Hasan,9332,8460,3080,19616,792,40,16
573212,Karnataka,Hasan,1460,1588,284,2320,200,12,0
573213,Karnataka,Hasan,2476,2316,316,2484,188,12,0
573214,Karnataka,Hasan,2236,1496,432,1808,156,20,0
573215,Karnataka,Hasan,1108,1152,236,1792,176,8,0
573216,Karnataka,Hasan,2412,2228,572,2864,328,24,4
573217,Karnataka,Hasan,2580,2680,300,2716,248,12,0
573218,Karnataka,Hasan,1448,1004,180,1524,112,4,0
573219,Karnataka,Hasan,2624,2732,296,2568,320,4,4
573220,Karnataka,Hasan,2480,2548,376,3140,260,12,0
573225,Karnataka,Hasan,1280,1340,180,1500,144,12,0
574101,Karnataka,Udupi,236,93,40,172,45,1,0
574102,Karnataka,Udupi,178,121,31,201,29,2,2
574103,Karnataka,Udupi,158,152,55,300,49,3,0
574104,Karnataka,Udupi,319,290,95,558,34,3,3
574105,Karnataka,Udupi,327,224,64,538,60,4,1
574106,Karnataka,Udupi,432,459,61,537,97,6,1
574107,Karnataka,Dakshina Kannada,832,804,72,900,152,24,4
574108,Karnataka,Udupi,204,105,37,137,30,4,0
574109,Karnataka,Dakshina Kannada,528,356,96,412,32,8,0
574110,Karnataka,Udupi,228,164,42,213,40,2,1
574111,Karnataka,Udupi,212,214,48,354,64,5,0
574112,Karnataka,Udupi,12,11,9,41,5,0,0
574113,Karnataka,Udupi,44,46,14,70,9,0,0
574114,Karnataka,Udupi,214,161,63,285,21,3,0
574115,Karnataka,Udupi,90,70,22,153,16,3,1
574116,Karnataka,Udupi,290,261,83,443,48,5,3
574117,Karnataka,Udupi,273,213,111,637,87,4,0
574118,Karnataka,Udupi,376,323,93,704,63,6,2
574119,Karnataka,Udupi,39,49,18,73,15,2,0
574122,Karnataka,Udupi,734,538,126,886,29,4,1
574129,Karnataka,Udupi,27,33,1,39,6,0,0
574141,Karnataka,Dakshina Kannada,81,62,24,146,8,2,0
574142,Karnataka,Dakshina Kannada,537,600,261,1297,79,6,0
574143,Karnataka,Dakshina Kannada,489,738,72,443,89,8,2
574144,Karnataka,Dakshina Kannada,516,492,64,383,74,5,2
574145,Karnataka,Dakshina Kannada,348,491,83,448,55,3,0
574146,Karnataka,Dakshina Kannada,388,375,42,385,97,4,2
574148,Karnataka,Dakshina Kannada,18,15,8,54,7,1,0
574150,Karnataka,Dakshina Kannada,197,200,55,427,34,5,0
574151,Karnataka,Dakshina Kannada,325,303,124,527,42,10,2
574153,Karnataka,Dakshina Kannada,495,643,118,582,54,2,0
574154,Karnataka,Dakshina Kannada,430,605,63,729,88,4,0
574160,Karnataka,Dakshina Kannada,7,13,2,20,1,0,0
574162,Karnataka,Dakshina Kannada,7,11,16,53,1,0,0
574164,Karnataka,Dakshina Kannada,7,2,0,9,2,0,0
574165,Karnataka,Dakshina Kannada,2,2,0,8,0,0,0
574166,Karnataka,Dakshina Kannada,4,5,2,13,1,0,0
574169,Karnataka,Dakshina Kannada,8,6,0,8,2,0,0
574197,Karnataka,Dakshina Kannada,259,292,60,279,28,4,0
574198,Karnataka,Dakshina Kannada,293,215,40,239,39,8,0
574199,Karnataka,Dakshina Kannada,667,841,185,1041,101,9,1
574201,Karnataka,Dakshina Kannada,313,301,70,408,27,5,1
574202,Karnataka,Dakshina Kannada,983,656,212,1461,145,11,1
574203,Karnataka,Dakshina Kannada,427,429,57,451,47,5,0
574210,Karnataka,Dakshina Kannada,833,535,148,981,131,6,2
574211,Karnataka,Dakshina Kannada,719,703,212,1319,92,9,1
574212,Karnataka,Dakshina Kannada,664,516,46,411,110,3,0
574213,Karnataka,Dakshina Kannada,390,580,78,431,42,4,0
574214,Karnataka,Dakshina Kannada,891,780,182,869,89,3,0
574216,Karnataka,Dakshina Kannada,426,341,40,304,35,2,0
574217,Karnataka,Dakshina Kannada,943,709,180,933,108,6,0
574218,Karnataka,Dakshina Kannada,354,208,46,381,45,1,0
574219,Karnataka,Dakshina Kannada,698,621,183,1115,94,8,1
574220,Karnataka,Dakshina Kannada,414,324,82,528,74,4,2
574221,Karnataka,Dakshina Kannada,539,319,167,993,85,9,7
574222,Karnataka,Dakshina Kannada,435,353,32,366,80,1,0
574223,Karnataka,Dakshina Kannada,341,256,59,431,45,4,1
574224,Karnataka,Dakshina Kannada,359,242,67,357,35,6,1
574225,Karnataka,Dakshina Kannada,118,215,29,119,21,0,0
574226,Karnataka,Dakshina Kannada,141,205,28,121,9,2,0
574227,Karnataka,Dakshina Kannada,783,1459,98,613,87,13,0
574228,Karnataka,Dakshina Kannada,618,467,94,740,53,5,1
574229,Karnataka,Dakshina Kannada,449,266,122,629,66,7,1
574230,Karnataka,Dakshina Kannada,292,150,106,576,48,8,0
574231,Karnataka,Dakshina Kannada,838,960,399,1710,125,6,0
574232,Karnataka,Dakshina Kannada,230,106,41,284,25,2,1
574233,Karnataka,Dakshina Kannada,268,206,22,210,35,3,0
574234,Karnataka,Dakshina Kannada,1072,832,108,704,140,24,0
574235,Karnataka,Dakshina Kannada,53,23,2,68,44,2,0
574236,Karnataka,Dakshina Kannada,355,463,105,330,29,1,1
574237,Karnataka,Dakshina Kannada,235,347,50,256,31,3,0
574238,Karnataka,Dakshina Kannada,111,54,62,570,10,0,0
574239,Karnataka,Dakshina Kannada,1427,752,105,669,111,13,2
574240,Karnataka,Dakshina Kannada,381,333,81,563,36,2,1
574241,Karnataka,Dakshina Kannada,992,557,168,1089,169,8,1
574242,Karnataka,Dakshina Kannada,478,376,88,312,37,7,0
574243,Karnataka,Dakshina Kannada,1329,734,188,985,198,21,0
574244,Karnataka,Udupi,67,51,18,148,25,0,0
574248,Karnataka,Dakshina Kannada,275,90,22,147,28,2,1
574253,Karnataka,Dakshina Kannada,505,406,42,397,119,8,0
574259,Karnataka,Dakshina Kannada,323,228,24,183,28,0,0
574260,Karnataka,Dakshina Kannada,165,152,20,156,39,1,0
574265,Karnataka,Dakshina Kannada,362,321,55,435,46,4,0
574267,Karnataka,Dakshina Kannada,20,20,6,47,6,0,0
574274,Karnataka,Dakshina Kannada,3,1,4,15,1,0,0
574279,Karnataka,Dakshina Kannada,312,255,52,415,46,12,3
574285,Karnataka,Dakshina Kannada,166,106,26,93,38,0,0
574313,Karnataka,Dakshina Kannada,214,233,11,165,34,3,0
574314,Karnataka,Dakshina Kannada,904,716,176,792,80,8,4
574323,Karnataka,Dakshina Kannada,553,510,71,455,76,13,1
574324,Karnataka,Dakshina Kannada,237,197,61,242,29,1,0
574325,Karnataka,Dakshina Kannada,436,301,94,557,93,4,0
574326,Karnataka,Dakshina Kannada,701,408,135,709,88,1,0
574327,Karnataka,Dakshina Kannada,24,4,2,8,4,0,0
574328,Karnataka,Dakshina Kannada,244,119,43,258,39,1,0
574509,Karnataka,Dakshina Kannada,83,95,25,126,28,0,1
575001,Karnataka,Dakshina Kannada,858,1296,195,1207,150,31,4
575002,Karnataka,Dakshina Kannada,533,1012,120,1241,73,24,6
575003,Karnataka,Dakshina Kannada,501,648,48,502,83,11,2
575004,Karnataka,Dakshina Kannada,254,395,63,665,28,4,1
575005,Karnataka,Dakshina Kannada,218,385,57,479,22,7,1
575006,Karnataka,Dakshina Kannada,624,808,117,950,95,14,2
575007,Karnataka,Dakshina Kannada,448,647,94,576,106,7,3
575008,Karnataka,Dakshina Kannada,284,478,73,405,49,4,1
575009,Karnataka,Dakshina Kannada,109,136,22,176,37,1,0
575010,Karnataka,Dakshina Kannada,72,61,13,69,16,1,0
575011,Karnataka,Dakshina Kannada,230,268,65,379,47,7,1
575013,Karnataka,Dakshina Kannada,316,397,52,326,156,4,2
575014,Karnataka,Dakshina Kannada,573,562,173,1155,121,21,3
575015,Karnataka,Dakshina Kannada,523,849,155,1081,115,6,2
575016,Karnataka,Dakshina Kannada,144,258,19,252,15,4,1
575017,Karnataka,Dakshina Kannada,528,701,72,442,84,7,1
575018,Karnataka,Dakshina Kannada,517,841,129,771,66,1,0
575019,Karnataka,Dakshina Kannada,248,291,56,341,55,3,0
575020,Karnataka,Dakshina Kannada,803,1091,238,1083,149,14,2
575022,Karnataka,Dakshina Kannada,533,712,76,548,67,7,2
575023,Karnataka,Dakshina Kannada,427,592,117,747,62,12,1
575025,Karnataka,Dakshina Kannada,22,10,13,54,8,0,0
575027,Karnataka,Dakshina Kannada,144,218,22,111,43,1,2
575028,Karnataka,Dakshina Kannada,360,582,69,478,60,4,1
575029,Karnataka,Dakshina Kannada,245,255,53,434,26,2,0
575030,Karnataka,Dakshina Kannada,454,428,99,663,170,13,0
576101,Karnataka,Udupi,408,509,85,730,53,9,6
576102,Karnataka,Udupi,368,371,74,644,82,5,1
576103,Karnataka,Udupi,303,279,52,384,53,3,0
576104,Karnataka,Udupi,204,192,48,337,26,5,2
576105,Karnataka,Udupi,426,307,108,723,82,6,1
576106,Karnataka,Udupi,186,170,29,284,29,1,0
576107,Karnataka,Udupi,326,223,59,374,52,2,0
576108,Karnataka,Udupi,229,151,56,353,28,6,0
576111,Karnataka,Udupi,118,82,25,142,21,1,0
576112,Karnataka,Udupi,479,238,76,436,119,7,0
576113,Karnataka,Udupi,258,165,40,382,36,5,0
576114,Karnataka,Udupi,65,58,6,72,10,1,0
576115,Karnataka,Udupi,275,178,47,389,74,5,0
576117,Karnataka,Udupi,439,297,93,589,54,1,2
576120,Karnataka,Udupi,141,132,40,261,26,1,2
576121,Karnataka,Udupi,182,186,24,171,17,2,2
576122,Karnataka,Udupi,48,30,8,51,20,0,0
576124,Karnataka,Udupi,352,179,54,407,87,6,2
576201,Karnataka,Udupi,349,250,96,583,40,5,0
576210,Karnataka,Udupi,367,221,58,299,58,2,0
576211,Karnataka,Udupi,538,270,106,712,172,8,4
576212,Karnataka,Udupi,362,168,45,199,48,2,0
576213,Karnataka,Udupi,608,387,139,833,127,8,0
576214,Karnataka,Udupi,703,684,304,1136,208,12,0
576215,Karnataka,Udupi,143,83,42,137,77,3,0
576216,Karnataka,Udupi,361,157,51,341,37,3,1
576217,Karnataka,Udupi,318,225,43,237,34,3,2
576218,Karnataka,Udupi,14,13,5,32,7,0,0
576219,Karnataka,Udupi,600,593,101,423,56,5,2
576220,Karnataka,Udupi,72,64,5,38,5,0,0
576221,Karnataka,Udupi,392,227,87,461,115,0,0
576222,Karnataka,Udupi,870,455,96,615,132,7,1
576223,Karnataka,Udupi,156,99,29,173,39,0,0
576224,Karnataka,Udupi,357,269,31,171,42,2,0
576225,Karnataka,Udupi,276,160,79,346,21,2,0
576226,Karnataka,Udupi,349,174,103,595,44,2,0
576227,Karnataka,Udupi,744,418,138,728,40,2,0
576228,Karnataka,Udupi,425,388,73,387,59,3,0
576229,Karnataka,Udupi,322,196,59,223,33,0,0
576230,Karnataka,Udupi,443,258,96,431,49,2,0
576231,Karnataka,Udupi,196,106,35,162,40,0,0
576232,Karnataka,Udupi,784,778,107,460,100,6,0
576233,Karnataka,Udupi,676,499,204,1140,180,10,0
576234,Karnataka,Udupi,364,140,27,203,76,5,1
576235,Karnataka,Udupi,173,91,53,258,32,4,0
576247,Karnataka,Udupi,205,100,43,345,28,1,0
576257,Karnataka,Udupi,133,92,20,135,20,2,0
576282,Karnataka,Udupi,91,56,22,92,17,1,0
576283,Karnataka,Udupi,389,223,106,400,55,1,0
577001,Karnataka,Davanagere,13768,22548,2460,15936,2052,96,12
577002,Karnataka,Davanagere,8108,14684,1880,10128,1180,100,12
577003,Karnataka,Davanagere,1736,2724,172,936,188,16,4
577004,Karnataka,Davanagere,8656,14820,2972,13596,1004,132,20
577005,Karnataka,Davanagere,2552,5104,288,2416,232,40,8
577006,Karnataka,Davanagere,6436,10772,912,5172,804,76,4
577101,Karnataka,Chickmagalur,19701,25992,4932,32274,2421,243,54
577102,Karnataka,Chickmagalur,3411,3924,486,3789,378,27,0
577111,Karnataka,Chickmagalur,3006,4707,270,2493,540,45,36
577112,Karnataka,Chickmagalur,1296,2344,152,1524,160,24,0
577113,Karnataka,Chickmagalur,2493,3348,279,1935,207,27,0
577114,Karnataka,Chickmagalur,292,432,16,340,48,8,0
577115,Karnataka,Shimoga,920,1044,124,916,144,12,0
577116,Karnataka,Chickmagalur,7173,7938,1125,8397,936,36,18
577117,Karnataka,Chickmagalur,26,58,0,68,8,0,0
577118,Karnataka,Chickmagalur,28,38,10,136,8,8,0
577120,Karnataka,Chickmagalur,612,648,66,786,168,24,0
577121,Karnataka,Chickmagalur,156,400,96,384,54,12,0
577122,Karnataka,Chickmagalur,348,498,99,693,66,0,0
577123,Karnataka,Chickmagalur,264,412,72,960,104,12,0
577124,Karnataka,Chickmagalur,1305,3321,270,1953,279,9,0
577125,Karnataka,Chickmagalur,36,40,8,128,32,0,0
577126,Karnataka,Chickmagalur,3978,7137,1017,6651,594,99,18
577127,Karnataka,Chickmagalur,774,1314,189,1071,126,9,9
577128,Karnataka,Chickmagalur,104,124,60,416,64,0,0
577129,Karnataka,Chickmagalur,3222,3474,270,2232,351,0,0
577130,Karnataka,Chickmagalur,768,1452,162,1863,192,18,0
577131,Karnataka,Chickmagalur,1692,2232,333,2421,360,27,9
577132,Karnataka,Chickmagalur,8613,12006,1449,10404,765,63,9
577133,Karnataka,Chickmagalur,2889,3735,369,2430,396,18,0
577134,Karnataka,Chickmagalur,5256,7173,693,5175,432,90,81
577135,Karnataka,Chickmagalur,1062,1836,72,909,138,6,0
577136,Karnataka,Chickmagalur,428,860,20,472,92,8,0
577137,Karnataka,Chickmagalur,315,414,18,510,90,18,0
577138,Karnataka,Chickmagalur,3663,4185,459,3465,621,36,0
577139,Karnataka,Chickmagalur,3285,5337,558,4221,621,72,18
577140,Karnataka,Chickmagalur,1488,1794,100,900,192,24,0
577142,Karnataka,Chickmagalur,0,9,0,8,0,0,0
577144,Karnataka,Chickmagalur,4923,5220,954,5184,675,54,9
577145,Karnataka,Chickmagalur,1392,1398,102,972,333,27,0
577146,Karnataka,Chickmagalur,3258,4743,297,2808,594,63,0
577160,Karnataka,Chickmagalur,328,496,84,678,78,30,0
577168,Karnataka,Chickmagalur,4374,8028,387,3744,576,36,0
577175,Karnataka,Chickmagalur,1773,2466,162,1380,204,24,0
577179,Karnataka,Chickmagalur,84,504,12,324,36,9,9
577180,Karnataka,Chickmagalur,620,676,116,756,104,8,4
577181,Karnataka,Chickmagalur,90,168,30,162,12,4,0
577182,Karnataka,Chickmagalur,1276,1672,112,1024,140,0,8
577201,Karnataka,Shimoga,7784,12120,1592,12560,852,96,4
577202,Karnataka,Shimoga,4520,5188,592,4020,516,24,0
577203,Karnataka,Shimoga,4088,4712,708,4116,560,20,0
577204,Karnataka,Shimoga,5556,8116,1372,8208,628,88,4
577205,Karnataka,Shimoga,5532,5612,1004,5500,604,36,4
577211,Karnataka,Shimoga,1596,1868,328,2028,332,16,0
577213,Karnataka,Davanagere,35920,49472,3576,21780,5076,228,24
577214,Karnataka,Shimoga,2716,3976,852,4296,560,40,0
577215,Karnataka,Davanagere,3016,3940,172,1020,572,28,4
577216,Karnataka,Davangere,6255,5697,729,4041,783,27,0
577217,Karnataka,Davanagere,9558,10146,1386,8460,1206,72,9
577218,Karnataka,Davanagere,2428,2516,180,1324,340,24,8
577219,Karnataka,Davanagere,3292,3424,408,2972,352,28,12
577220,Karnataka,Shimoga,224,264,16,212,52,4,0
577221,Karnataka,Davanagere,4720,4668,228,1908,636,60,16
577222,Karnataka,Shimoga,3304,3772,632,3488,488,24,0
577223,Karnataka,Davanagere,8991,16479,1248,6336,900,72,12
577224,Karnataka,Davanagere,1650,1758,480,2388,262,14,4
577225,Karnataka,Davangere,6264,9252,1332,4437,972,45,0
577226,Karnataka,Shimoga,372,368,20,508,80,8,16
577227,Karnataka,Shimoga,4352,5276,700,3788,488,32,4
577228,Karnataka,Chickmagalur,15255,12834,1845,17334,1530,171,0
577229,Karnataka,Shimoga,2212,1448,296,1980,408,12,12
577230,Karnataka,Davangere,726,840,50,452,45,1,0
577231,Karnataka,Davanagere,1456,1404,172,832,164,20,0
577232,Karnataka,Shimoga,396,396,44,432,36,4,4
577233,Karnataka,Davangere,2424,2224,204,2286,378,30,0
577243,Karnataka,Davangere,6399,7677,621,4563,693,36,9
577245,Karnataka,Shimoga,1424,1432,248,1792,148,12,4
577301,Karnataka,Shimoga,9040,9536,2076,14448,956,92,20
577302,Karnataka,Shimoga,1744,1512,148,1412,216,8,0
577401,Karnataka,Shimoga,5816,5296,1296,8272,852,88,8
577411,Karnataka,Shimoga,204,268,24,372,32,12,0
577412,Karnataka,Shimoga,2040,1772,388,3280,420,44,0
577413,Karnataka,Shimoga,3780,3732,800,3908,412,28,16
577414,Karnataka,Shimoga,1068,1076,92,688,88,4,12
577415,Karnataka,Shimoga,968,1128,220,1172,136,20,0
577416,Karnataka,Shimoga,940,980,192,936,176,12,0
577417,Karnataka,Shimoga,424,500,44,916,124,20,0
577418,Karnataka,Shimoga,1780,2020,160,1428,268,52,0
577419,Karnataka,Shimoga,1848,1636,492,2444,400,40,16
577421,Karnataka,Shimoga,484,416,96,988,124,12,0
577422,Karnataka,Shimoga,852,504,116,696,148,4,0
577423,Karnataka,Shimoga,1148,1136,148,1008,356,20,0
577424,Karnataka,Shimoga,280,316,44,464,32,4,0
577425,Karnataka,Shimoga,480,364,72,528,76,12,0
577426,Karnataka,Shimoga,1280,988,328,1972,224,16,0
577427,Karnataka,Shimoga,12606,12108,3308,11840,2016,132,0
577428,Karnataka,Shimoga,4076,4140,552,3348,500,32,8
577429,Karnataka,Shimoga,4352,4008,860,6084,748,72,16
577430,Karnataka,Shimoga,696,796,260,1444,140,8,0
577431,Karnataka,Shimoga,660,584,108,1132,160,28,0
577432,Karnataka,Shimoga,2724,3028,220,1964,240,20,0
577433,Karnataka,Shimoga,2168,1820,204,1388,312,28,4
577434,Karnataka,Shimoga,1428,1428,244,1996,280,32,12
577435,Karnataka,Shimoga,84,112,4,164,16,0,0
577436,Karnataka,Shimoga,352,396,56,524,100,12,0
577444,Karnataka,Shivamogga,4,4,0,7,0,0,0
577447,Karnataka,Shimoga,1704,1336,236,1120,224,16,0
577448,Karnataka,Shimoga,80,156,4,280,44,4,0
577450,Karnataka,Shimoga,1508,1544,172,1076,228,8,0
577451,Karnataka,Shimoga,72,96,32,200,24,0,4
577452,Karnataka,Shimoga,108,124,16,392,76,8,0
577453,Karnataka,Shimoga,108,156,4,160,16,4,0
577501,Karnataka,Chitradurga,2825,2923,795,5988,408,14,3
577502,Karnataka,Chitradurga,936,1141,279,1925,132,8,1
577511,Karnataka,Chitradurga,987,921,136,883,107,14,0
577512,Karnataka,Davanagere,2632,4252,172,1320,340,32,4
577513,Karnataka,Davanagere,1292,2188,100,536,416,76,0
577514,Karnataka,Davanagere,2200,3480,152,988,340,36,4
577515,Karnataka,Chitradurga,360,320,44,295,32,2,1
577516,Karnataka,Davanagere,4320,5580,436,2424,440,24,0
577517,Karnataka,Chitradurga,499,600,130,892,86,10,0
577518,Karnataka,Chitradurga,490,562,43,406,61,2,0
577519,Karnataka,Chitradurga,743,1019,212,1220,94,4,4
577520,Karnataka,Chitradurga,794,896,89,887,105,3,1
577521,Karnataka,Chitradurga,2092,3180,282,3270,438,12,12
577522,Karnataka,Chitradurga,2562,2297,520,3584,347,33,4
577523,Karnataka,Chitradurga,447,627,59,484,58,4,0
577524,Karnataka,Chitradurga,490,529,55,486,51,2,0
577525,Karnataka,Davanagere,2096,3232,184,1488,392,20,4
577526,Karnataka,Chitradurga,936,1234,82,704,102,8,0
577527,Karnataka,Chitradurga,1895,1686,775,4607,174,11,5
577528,Karnataka,Davanagere,6736,12008,384,3860,868,192,8
577529,Karnataka,Chitradurga,1120,1147,144,1296,203,13,3
577530,Karnataka,Davanagere,8536,7304,564,3248,496,48,4
577531,Karnataka,Chitradurga,326,498,44,394,33,0,0
577532,Karnataka,Chitradurga,472,404,121,654,58,2,1
577533,Karnataka,Chitradurga,775,728,131,734,62,14,2
577534,Karnataka,Davanagere,2608,3740,144,1536,432,16,12
577535,Karnataka,Chitradurga,1465,1893,151,1043,306,36,2
577536,Karnataka,Chitradurga,1105,1100,300,1644,135,21,3
577537,Karnataka,Chitradurga,511,459,86,478,82,8,1
577538,Karnataka,Chitradurga,1067,1084,398,2266,164,10,3
577539,Karnataka,Chitradurga,453,583,47,470,76,2,0
